,athlete,avg_weekly_mileage,avg_pace_km,avg_training_days,avg_fatigue_index,avg_consistency_index,avg_recovery_ratio,avg_elevation,avg_training_intensity,kmeans_k2,kmeans_k3,cluster
14,5688059,20.6200159559048,6.563948320480091,2.5977859778597785,21.24480554730901,8.375788567486419,2.4057195571955723,1103.1033210332102,0.1559905158633469,0,0,0
15,5861500,10.087475177426162,5.782931950873526,2.1569767441860463,8.258087345235243,3.9436171818870553,3.195251937984496,132.35,0.1754668260938559,0,1,1
16,6215611,16.87737268546107,5.486773968443552,2.870229007633588,24.313268602296933,6.385855907176595,2.3002544529262083,287.537786259542,0.188548726929061,0,0,0
17,6367873,22.771124401408443,5.1493822180299,4.1688311688311686,84.72409294119653,7.191456763820175,1.2865800865800865,511.1629870129871,0.196423048868253,1,2,2
18,6583234,16.339949980703622,5.649725187135172,2.8642533936651584,32.45348566803362,7.5348478876508125,2.480467571644042,388.5076923076923,0.1802280694218103,0,0,0
19,7191483,10.114605137868256,5.446001600397074,1.4126984126984128,3.2844089687243385,3.8659828520033375,4.666666666666667,332.3079365079365,0.1847210170360104,0,1,1
20,7947798,30.91989309796485,5.090730947096152,4.079497907949791,97.20341746689944,8.054130076504045,1.137308228730823,770.5267782426778,0.2000051358498219,1,2,2
21,8180382,14.42054302171961,4.958021445612195,2.3529411764705883,15.961120635434895,5.833738719005972,2.9077614379084964,205.68186274509804,0.206303464415851,0,0,0
22,8684584,9.836775020406098,6.252046874668466,1.646341463414634,6.826864467290793,5.171807104926664,4.459146341463415,338.44878048780487,0.1644131197096226,0,1,1
23,10305317,10.231161166919827,6.561648456289815,1.862068965517241,6.628677230918908,4.774776308919105,3.8316091954022986,155.2146551724138,0.1555962612448488,0,1,1
24,10446972,23.69285220792526,5.708993254512463,3.0051546391752577,25.84179712080753,8.199897175577075,1.7488831615120273,805.0726804123711,0.1789150905442703,0,0,0
25,10814597,19.50748175302247,5.715038799417832,2.9213483146067416,21.78384206299476,6.840262783261228,1.899625468164794,813.4842696629214,0.1769454406567566,0,0,0
26,10825360,19.683123976381815,7.615981044324497,2.84,20.38570050250615,7.092914105611326,2.07,1317.4774545454543,0.1385395327638636,0,0,0
27,11088529,17.913081863201313,7.314525395977757,2.835526315789474,16.62979890747647,5.340711179378946,1.8905701754385968,859.4848684210526,0.144573844024498,0,0,0
28,11284478,15.346519146507513,7.032812291216944,2.333333333333333,12.843452962994665,6.584871205031609,2.8604068857589984,690.6877934272301,0.1466530621967002,0,0,0
29,11348733,12.953644520245252,6.113797594094786,2.525139664804469,18.347483869787396,5.777205548900575,2.733240223463687,206.78212290502796,0.1651814631990746,0,0,0
30,11910984,14.648727615535677,6.062349826477136,2.156756756756757,10.745266473475658,7.329946148853014,3.124954954954955,604.4135135135135,0.173916550787223,0,0,0
31,12021072,16.34937026014021,6.453433092990702,2.484536082474227,17.810632559579684,7.069115474230236,2.609707903780069,822.4876288659794,0.1645547509643788,0,0,0
32,12642956,20.00373408931152,6.710227756698823,2.387878787878788,20.18922303624148,9.494011078357628,3.040909090909091,1143.7824242424242,0.1580776691460065,0,0,0
33,12701438,14.211501670494949,5.91275781185591,2.272727272727273,12.874666328210624,5.898330526891157,3.124579124579125,263.9666666666667,0.1790158011296103,0,1,1
34,12740383,19.28284656106704,6.888497755839577,3.340782122905028,36.76672649180208,8.528851067115419,1.628584729981378,1061.8653631284917,0.151275602125067,0,0,0
35,12902518,30.34987742610928,5.508722766859288,3.453608247422681,54.43289671649881,11.2590728577468,1.5256013745704466,746.0927835051547,0.1860857094626509,1,2,2
36,13275838,16.75838953134823,5.48571635667807,2.8156028368794326,22.163170478681547,7.80024559463925,2.2851063829787237,391.18794326241135,0.1867935689012294,0,0,0
37,13435425,47.64399515471095,4.545143314993359,5.846715328467154,337.1637416530764,10.27008911286852,0.4560827250608272,467.3233576642336,0.2202826864765995,1,2,2
38,13829937,18.84499846633784,6.126008436160035,2.994594594594594,30.754129427723125,6.569689894123956,2.132162162162162,464.0362162162162,0.1658536723269285,0,0,0
39,13881863,16.865762317050837,5.633699978364028,2.256983240223464,13.163044215657608,7.042853708217069,2.878677839851024,344.7793296089385,0.182767873516097,0,0,0
40,13892788,14.628564103814409,5.759854385670848,2.0,9.226072269493052,5.955065893745942,3.3651129943502824,301.98644067796613,0.1791979223030934,0,1,1
41,14019837,14.991272752988394,5.918487982956485,2.008928571428572,9.25743608277421,6.68902840561698,3.510416666666667,413.35267857142856,0.1745197498060598,0,1,1
42,14474051,19.969204668795765,6.923809607957655,3.0,21.26808356292453,6.656954376071687,1.6220338983050848,879.1898305084745,0.1468062873969567,0,0,0
43,14588097,22.33164560022561,5.99412381429786,3.1219512195121952,25.575062676969942,5.910181775755978,1.6449186991869915,280.7073170731707,0.1673204442644826,0,0,0
44,15002603,7.829450895958139,6.352664882769118,1.744186046511628,4.18032107305553,3.24507062259145,3.971447028423773,121.83798449612404,0.1584126874048382,0,1,1
45,15355766,13.911639666979246,5.492598082863057,1.971698113207547,10.279052414323552,5.9582090147493245,3.461320754716981,465.272641509434,0.1881908238837968,0,1,1
46,15515123,27.23009394604112,5.985217863269756,3.7757009345794392,68.92905315844213,9.490776619189631,1.2386292834890966,1086.8719626168224,0.1701231787930919,1,2,2
47,15532293,10.45190287810177,6.0759398758505485,1.5486725663716814,3.829597463899278,4.566206514682211,4.25,165.82566371681415,0.1656000773209857,0,1,1
48,15655281,16.21070705986412,6.232312533175905,2.595419847328244,20.1132022092348,6.855033655676422,2.564885496183206,497.9671755725191,0.1641457470122298,0,0,0
49,16021442,21.143533293537384,5.171461180443992,2.691588785046729,19.944254617363192,6.247381926165898,2.0802180685358254,200.47383177570092,0.1937795947514827,0,0,0
50,16378210,17.46694001584762,6.09576938829778,2.723809523809524,16.196652738047934,6.330742907271498,2.1844444444444444,557.4719047619047,0.1676401632927049,0,0,0
51,17199625,12.940007040834644,6.0782857001539385,1.7716535433070866,6.907539708359056,5.856223457222891,3.8751968503937007,420.4574803149606,0.169412769291789,0,1,1
52,17639804,31.50191669708512,6.124846629823176,4.136904761904762,108.65173774068953,10.486709998757547,1.269345238095238,1383.0583333333332,0.1658307967651658,1,2,2
53,17666737,17.705974959119015,6.492400597178845,2.380281690140845,14.209342099076292,7.500553836899134,2.667605633802817,803.8014084507042,0.1593046283680715,0,0,0
54,18042525,11.722091098085938,5.748735923139159,1.65625,5.358207361910651,4.760595920384483,4.122395833333333,313.05,0.1755992803741178,0,1,1
55,18223349,22.935584411717105,5.57918323216491,3.1052631578947367,35.24177665337657,6.92023105572759,1.8302631578947368,870.4072368421052,0.1821210178354181,0,0,0
56,18736169,28.971908632913134,6.221967821495002,4.372262773722627,123.75386883811764,9.682551747021607,1.0371046228710463,1352.063503649635,0.1650775636439264,1,2,2
57,18845906,25.97133853190769,6.038210814186007,2.909090909090909,38.55033512910202,9.945504020077731,2.135081585081585,1291.5622377622378,0.1679137794045217,0,0,0
58,19023831,33.065748734584766,5.220083052772358,4.867549668874172,147.78930593047974,8.192814274774955,0.7616997792494481,485.9251655629139,0.1923061129276561,1,2,2
59,19048091,13.052907582875,5.878477773636865,2.0535714285714284,10.826761119397814,5.633462009530349,3.4385416666666666,215.97321428571428,0.1727082862844614,0,1,1
60,19741163,21.11846948317933,5.462096397038343,2.786666666666666,20.444912515470136,8.177097779448207,2.073777777777778,1006.3133333333334,0.186266097113685,0,0,0
61,19905281,22.202878551841305,6.017010765478328,3.3043478260869565,73.59686024747964,7.980359694615807,1.9235507246376813,722.8565217391305,0.1700309647630895,0,0,0
62,20032449,21.04033581182124,5.584231740523111,2.309734513274336,17.809920986846432,8.469336053645959,2.9986725663716816,309.546017699115,0.1795912376427739,0,0,0
63,20136629,20.34976012012621,6.649989706727348,2.8,21.50056890223249,8.064140743626977,2.050229885057471,958.2537931034482,0.1543971714000589,0,0,0
64,20181492,30.720985835259047,5.707689264733211,4.561904761904762,169.16489705837662,11.00547128628281,0.9268253968253968,536.8533333333334,0.1768868916366811,1,2,2
65,20263706,12.620580079472225,6.437922884352387,1.4074074074074074,5.080122766854969,7.540157630829964,4.854938271604938,611.9296296296296,0.1660399569615201,0,1,1
66,20557028,8.255739640620833,6.525227139189658,2.180555555555556,4.504085177888356,2.687978411633497,2.653935185185185,142.19166666666666,0.1544734510484434,0,1,1
67,20653961,29.62125311063643,5.90764490169785,4.321428571428571,108.87500993101438,10.048346177273975,1.0663095238095237,1115.655714285714,0.1736452290145143,1,2,2
68,21299972,10.275315349744446,6.777399381152119,2.074074074074074,7.164014641609676,4.712547479994024,3.309104938271605,170.74444444444447,0.1522471698191829,0,1,1
69,22353493,16.352593888047,5.067559646542295,2.86,41.69588769705395,6.333040501660803,2.7125,227.35,0.2017799601934096,0,0,0
70,22538702,41.00846521653419,5.659068355643278,4.897435897435898,204.7451246254684,11.13867990565711,0.7317663817663818,886.4803418803418,0.1795585830120108,1,2,2
71,22559703,16.960712837308044,5.769431643668435,1.9310344827586208,13.646125774629692,7.625376265462216,3.722222222222222,974.6873563218392,0.1852858352374423,0,0,0
72,22835898,25.001220024185816,6.042138634038039,3.673758865248227,50.70469656402408,7.638213226743948,1.2908983451536642,489.5943262411348,0.1664706838992229,1,0,0
73,22843389,16.762111321244188,6.465697594206566,2.2093023255813957,11.013552900254895,7.539165155221336,2.877131782945736,655.493023255814,0.1586611607860073,0,0,0
74,22866236,18.95185692473333,6.899789447889841,2.4838709677419355,19.18960295693355,7.62025639652285,2.7910394265232976,1192.2494623655914,0.1540639472882979,0,0,0
75,22891135,17.21284070158095,5.648252049255483,2.5428571428571427,18.370355968098604,7.246338145737261,2.542222222222222,528.687619047619,0.1805233679599131,0,0,0
76,22972731,17.389184088612264,8.284519436488306,2.1226415094339623,11.359347547266523,7.820963992733228,3.146069182389937,1665.7575471698112,0.1281878218876802,0,0,0
77,23729907,16.572807165268078,6.934585157823134,2.726384364820847,20.449115734869014,6.552067583507994,2.417100977198697,717.9912052117263,0.1475364113273264,0,0,0
78,24281078,5.3216697924,9.407185011712636,2.0,2.12866791696,,2.5,56.1,0.1063017256230133,-1,-1,-1
79,24944587,13.568600737611764,5.899191752379756,2.0588235294117645,8.38944900897316,5.430539742626239,3.20343137254902,131.18235294117648,0.1715038256730158,0,1,1
80,25039796,7.398357794647436,7.005416762547033,1.7435897435897436,3.2737425841911536,2.977373403440127,3.9134615384615374,109.09871794871796,0.1433103030812188,0,1,1
81,25191153,22.459182503155283,7.106163910213439,3.609756097560976,48.57181594426144,7.641759046832565,1.4462059620596206,1169.430081300813,0.1440703791439012,0,0,0
82,25262730,16.099436544860378,6.365163018539414,2.2735849056603774,13.367807883401934,6.051686538338593,2.993553459119497,741.6660377358492,0.1616868465555896,0,0,0
83,25277048,10.208012337991509,6.684482544258545,2.320754716981132,9.97298915250478,4.150291769800724,2.990251572327044,403.3849056603774,0.1557689458374311,0,1,1
84,25372889,20.30150776456126,5.84034409773434,2.900900900900901,28.25004945254844,7.853572271765804,2.178228228228228,812.3972972972973,0.1770112348093493,0,0,0
85,26363316,7.50457825527931,6.550611906244564,1.7586206896551724,3.142660253990805,3.3610758799856497,3.7672413793103448,389.2068965517241,0.1733637913314836,0,1,1
86,26367918,20.95050503118,6.509843052804006,2.380952380952381,13.690545661407668,7.264963627446658,2.421111111111111,1096.2857142857142,0.1597987478875878,0,0,0
87,26534495,19.36096344866,7.434494643934778,3.1666666666666665,50.3548238374722,7.399910946478434,2.112037037037037,969.7577777777776,0.1424876323854665,0,0,0
88,26583329,19.976061780667443,8.134185383843121,2.895348837209302,24.61083814511444,7.979203562139544,2.159496124031008,1360.7325581395348,0.1314583587716704,0,0,0
89,26677270,13.364592834610091,6.148029065569851,2.26605504587156,10.376474744900214,4.639328524333119,2.782568807339449,356.8688073394495,0.1657392670754982,0,1,1
90,26884005,5.956111196304348,7.030358228383107,1.2608695652173914,1.6100269686641304,1.9037458184146727,5.086956521739131,106.71739130434784,0.1442055593704351,0,1,1
91,27279222,20.4268254827032,7.034468070715636,3.248,39.97314740519564,8.190046265517857,1.9261333333333333,882.3752,0.1471547813274477,0,0,0
92,27479582,6.942865299255173,6.180481825036025,2.1724137931034484,4.846484265842386,3.122975106285442,3.202011494252873,102.5896551724138,0.1666480508474846,0,1,1
93,27655563,33.12423775792934,4.625209571673422,5.456521739130435,248.86533621084197,9.246358825864956,0.873731884057971,466.0119565217392,0.2177637383225706,1,2,2
94,27679859,17.206119018789188,6.215045459083645,2.0945945945945947,20.27027771408063,6.691104698378859,3.2322072072072072,349.97972972972974,0.1636827038527106,0,0,0
95,27950722,10.614791936947,6.769649367198823,1.92,5.2694114556816665,4.582910356627946,3.284,187.74,0.1490984634546208,0,1,1
96,28252317,6.845510090864,7.725730430560849,1.8,3.5859177287546333,2.579371260772381,3.916333333333333,116.726,0.1313568243207146,0,1,1
97,29039974,21.8618201672,6.320063932118587,2.602272727272727,20.438572480745837,8.500151061091403,2.2109848484848484,1012.7545454545452,0.1618283893485086,0,0,0
98,30414122,7.571083000057692,5.391124417596501,1.5384615384615383,2.776425077991731,3.726198818253976,4.384615384615385,86.20769230769231,0.1870521403891391,0,1,1
99,30467841,4.0675567031,6.355945760873524,1.0,0.6779261171833333,0.6134841131363017,6.0,95.65,0.1579772798176664,0,1,1
100,31787106,31.419012803553848,5.125007183636262,5.269230769230769,166.4672526001122,8.149946167149379,0.4384615384615384,313.9692307692308,0.1962968410625897,1,2,2
101,31889836,15.994731141683722,5.181625444838709,2.63953488372093,17.649671263303084,5.451851082647527,2.215697674418605,263.39302325581394,0.1961705379604662,0,0,0
102,31945236,7.5073345177625,6.304195065996455,1.28125,2.551884902493698,2.751886600813579,5.252604166666667,123.28125,0.1595173208016281,0,1,1
103,32507764,11.763179090592454,5.583161675779881,2.0943396226415096,6.569544199620188,4.035002903532626,3.050314465408805,161.14528301886793,0.1805977296116994,0,1,1
104,34460713,13.71288426288387,5.535411039669479,2.3010752688172045,10.091083837029537,6.0863573194967895,2.7810035842293908,501.8967741935484,0.1831174397003412,0,0,0
105,34669133,23.237237149695066,5.934198479044333,3.197530864197531,28.304870749405083,6.525908426333224,1.488888888888889,398.94814814814816,0.1699991425708217,0,0,0
106,35538376,14.258300552745617,5.493407256235034,2.4035087719298245,12.255105082534763,4.623865554788719,2.7230994152046786,204.86491228070173,0.1827783161021968,0,1,1
107,36259004,19.962663914036668,6.140960449991621,2.3,22.148859031328584,9.515735463901322,2.8516666666666666,1210.7966666666666,0.1700356661157051,0,0,0
108,36288626,13.072190523710526,6.680912069637046,2.1842105263157894,13.804286974333554,6.168530201623655,3.2583333333333333,238.72368421052636,0.1514129378109205,0,1,1
109,37124981,9.144552787521429,7.356590744878477,1.9642857142857144,5.537526384635238,3.309057092616062,3.2583333333333333,215.6107142857143,0.1394332617908655,0,1,1
110,37580157,8.63844940834359,6.6127102723411575,2.102564102564102,5.250995453174744,3.436810992873915,2.9457264957264955,144.28205128205127,0.1538914621760186,0,1,1
111,38870390,7.860964521,5.455837351593045,2.0,5.085683442783334,5.38300095135304,3.8125,14.5,0.1834602097534097,0,1,1
112,39076296,14.817308461538463,5.487796585116463,2.1794871794871797,10.411416443882691,7.122305877467904,3.128205128205128,230.8615384615385,0.1842913161285236,0,0,0
113,39963418,6.979306612326087,5.824416355214144,2.0869565217391304,4.69902786357058,3.256743977508336,3.4130434782608696,64.32608695652173,0.1730474887848561,0,1,1
114,45799771,21.03978022716364,5.426117460749656,3.272727272727273,42.29846169048977,5.825349917240741,1.675,695.6272727272727,0.1859900076501568,0,0,0
115,46817575,7.490739251780001,6.308178884476521,1.6,2.9234602490813333,5.236038052880195,4.366666666666666,48.8,0.1595302427377031,0,1,1
